OSEBuildingID,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),Electricity(kBtu),NaturalGas(kBtu)
364,NonResidential,Large Office,1971,1.0,23,474546,Office,474546.0,not concerned,0.0,28450436.0,29997380.0,28450433.0,0.0
366,NonResidential,Small- and Mid-Sized Office,1961,0.0,5,99005,Office,79555.0,not concerned,0.0,4728488.5,5008123.5,2863212.0,1865277.0
367,NonResidential,Large Office,2002,1.0,6,90803,Office,95943.0,Parking,42500.0,4426136.0,4426136.0,4426136.0,0.0
368,NonResidential,Large Office,2002,1.0,5,137929,Office,145754.0,Parking,90000.0,7046345.5,7046345.5,7046345.0,0.0
369,NonResidential,Self-Storage Facility,1964,1.0,5,93660,Self-Storage Facility,93660.0,not concerned,0.0,873221.875,940359.1875,873222.0,0.0
370,NonResidential,Large Office,1980,1.0,18,349055,Office,348270.0,Parking,69634.0,24224888.0,24224888.0,24224886.0,0.0
371,NonResidential,Mixed Use Property,2000,1.0,11,185760,Parking,182820.0,Office,164192.0,9765777.0,9944328.0,9671822.0,93954.0
372,NonResidential,Large Office,1988,1.0,20,378769,Office,367623.0,Parking,114510.0,26823218.0,0.0,26602310.0,220905.0
373,NonResidential,Large Office,1979,1.0,24,427155,Office,424044.0,Parking,107300.0,25307744.0,26144226.0,25307741.0,0.0
375,NonResidential,Large Office,1982,1.0,6,272410,Office,274002.0,Parking,122624.0,20361158.0,20179120.0,20361156.0,0.0
376,NonResidential,Large Office,2002,1.0,6,203880,Office,191814.0,Parking,72178.0,14913424.0,14913424.0,14913422.0,0.0
377,NonResidential,Large Office,1947,1.0,3,144118,Office,146157.0,Parking,48199.0,5357833.0,5569686.0,5169641.0,188191.0
379,NonResidential,Large Office,1984,1.0,8,191117,Office,158681.0,Parking,70190.0,29949248.0,29949248.0,29949243.0,0.0
381,NonResidential,Supermarket / Grocery Store,1956,1.0,1,60880,Supermarket/Grocery Store,61666.0,not concerned,0.0,14293972.0,14736775.0,8125218.0,6168753.0
382,NonResidential,Small- and Mid-Sized Office,1900,1.0,5,50176,Office,50328.0,Other,8329.0,2933288.75,2933288.75,2836654.0,96634.0
383,NonResidential,Large Office,1912,1.0,42,304346,Office,245028.0,Retail Store,8429.0,23262244.0,24880988.0,11239744.0,11008077.0
384,NonResidential,Warehouse,1977,1.0,1,128800,Non-Refrigerated Warehouse,119200.0,Other,9600.0,1809101.5,2098949.75,371850.0,1437252.0
386,NonResidential,Large Office,1964,1.0,22,336330,Office,256299.0,Parking,66430.0,18967014.0,19730534.0,13134207.0,462194.0
387,NonResidential,Large Office,1960,1.0,21,298426,Office,286538.0,Parking,197750.0,27076922.0,28559888.0,14315950.0,0.0
388,NonResidential,Large Office,1976,1.0,42,635824,Office,718473.0,Parking,40000.0,48479988.0,48479988.0,48479982.0,0.0
390,NonResidential,Retail Store,1980,1.0,2,291940,Retail Store,191940.0,Office,100000.0,11688601.0,12080064.0,9933861.0,1754739.0
391,NonResidential,Mixed Use Property,1970,0.0,1,88400,Non-Refrigerated Warehouse,33450.0,Office,29620.0,4383100.5,4811200.0,2530658.0,1852442.0
392,NonResidential,Warehouse,1960,1.0,1,52311,Non-Refrigerated Warehouse,51116.0,not concerned,0.0,930611.875,1109137.125,16765.0,913847.0
393,NonResidential,Other,2009,1.0,5,71421,Parking,74831.0,Office,71643.0,3085814.0,3085814.0,3085813.0,0.0
394,NonResidential,Large Office,2001,1.0,5,106465,Office,103494.0,Parking,70067.0,5803409.0,5803409.0,5803409.0,0.0
395,NonResidential,Warehouse,1973,1.0,1,52500,Non-Refrigerated Warehouse,49395.0,Office,5853.0,3989399.0,4243867.0,3064777.0,924621.0
396,NonResidential,Warehouse,1959,1.0,2,57300,Non-Refrigerated Warehouse,29001.0,Office,28299.0,4560492.0,5095134.5,1853914.0,2706578.0
399,NonResidential,Large Office,1988,1.0,55,1115000,Office,994116.0,Parking,264481.0,53079164.0,55140300.0,49472833.0,1426840.0
401,NonResidential,Hotel,1930,1.0,21,305548,Hotel,310000.0,not concerned,0.0,33729336.0,34527356.0,14578058.0,2866705.0
402,NonResidential,Large Office,1989,1.0,46,1023998,Office,1002403.0,Parking,377046.0,56606136.0,58506844.0,53668061.0,2938070.0
403,NonResidential,Large Office,1958,1.0,10,135918,Office,144570.0,not concerned,0.0,6423556.5,6771618.5,4302353.0,0.0
404,NonResidential,Retail Store,1914,1.0,4,79957,Retail Store,35694.0,Office,29723.0,5252131.0,5171529.0,5252130.0,0.0
405,NonResidential,Large Office,1921,1.0,4,127268,Office,62512.0,Retail Store,53971.0,7711757.5,7711757.5,6039805.0,957428.0
406,NonResidential,Large Office,1983,1.0,29,500000,Office,411301.0,Parking,80005.0,18848780.0,19249572.0,18848777.0,0.0
408,NonResidential,Large Office,1926,0.0,10,132326,Office,92006.0,Other,12610.0,6029020.0,6146691.5,5698221.0,2551.0
409,NonResidential,Large Office,1984,1.0,6,96630,Office,83485.0,Parking,13200.0,7335905.5,7335905.5,7335905.0,0.0
410,NonResidential,Hotel,1973,0.0,19,272787,Hotel,332067.0,not concerned,0.0,37785552.0,37984148.0,19800542.0,2398995.0
411,NonResidential,Large Office,1910,1.0,10,130513,Office,87391.0,Retail Store,32264.0,11651200.0,11792293.0,6846996.0,4173175.0
412,NonResidential,Small- and Mid-Sized Office,1920,1.0,8,60660,Office,41958.0,Retail Store,4800.0,2586116.0,2586116.0,2586116.0,0.0
413,NonResidential,Large Office,1929,1.0,14,137350,Office,124508.0,not concerned,0.0,6366084.5,6825027.0,4107229.0,0.0
414,NonResidential,Large Office,1929,1.0,15,151039,Office,125473.0,not concerned,0.0,5446624.0,0.0,2596546.0,0.0
415,NonResidential,Large Office,1985,1.0,30,620338,Office,643083.0,Parking,126891.0,52226204.0,53974556.0,43199963.0,8506844.0
416,NonResidential,Small- and Mid-Sized Office,1906,1.0,4,63540,Office,56747.0,not concerned,0.0,3518459.5,3564626.75,2428286.0,1090173.0
418,NonResidential,Mixed Use Property,1910,1.0,5,79920,Office,39960.0,Retail Store,26640.0,3009463.75,2977095.25,3009464.0,0.0
420,NonResidential,Other,1996,1.0,6,61423,Parking,64821.0,Retail Store,40629.0,9671619.0,9671619.0,7122619.0,2548999.0
422,NonResidential,Large Office,1989,1.0,56,1215718,Office,1314475.0,Parking,389860.0,49517704.0,50984500.0,46081813.0,2520230.0
423,NonResidential,Large Office,1980,1.0,36,794592,Office,748011.0,Parking,36606.0,26689658.0,27340878.0,26031451.0,658204.0
424,NonResidential,Large Office,1971,1.0,21,363100,Office,342952.0,Parking,106466.0,19397324.0,20421248.0,19397322.0,0.0
425,NonResidential,Large Office,1986,1.0,12,100717,Office,104788.0,Parking,11844.0,4757299.5,4757299.5,4757299.0,0.0
426,NonResidential,Small- and Mid-Sized Office,1999,1.0,4,70000,Office,70090.0,Other,1672.0,4549892.0,4549892.0,4549891.0,0.0
428,NonResidential,Other,1985,1.0,12,155500,Other,146689.0,not concerned,0.0,14436982.0,14436982.0,14436981.0,0.0
429,NonResidential,Large Office,1923,1.0,11,102846,Office,93879.0,Retail Store,7500.0,5327249.5,6047637.0,1846369.0,0.0
430,NonResidential,Small- and Mid-Sized Office,1925,1.0,4,52800,Office,38880.0,Restaurant,12960.0,2429021.0,2500323.75,1831932.0,597088.0
432,Campus,Mixed Use Property,1913,3.0,10,258497,Parking,155000.0,Office,145594.0,20779796.0,21536130.0,16877013.0,0.0
433,NonResidential,Retail Store,1929,1.0,8,861702,Retail Store,509342.0,Other,380639.0,17666646.0,17666646.0,14736955.0,1753.0
434,NonResidential,Other,1999,1.0,5,109550,Other,206950.0,not concerned,0.0,19295226.0,19105426.0,17663475.0,0.0
437,NonResidential,Medical Office,1945,1.0,3,162000,Medical Office,162000.0,Parking,104000.0,13911761.0,14009703.0,11902958.0,1532059.0
438,NonResidential,Medical Office,1992,1.0,14,282363,Medical Office,270384.0,Parking,270383.0,21156670.0,21156670.0,21156669.0,0.0
439,NonResidential,Mixed Use Property,2001,1.0,6,200783,Parking,164332.0,Office,108781.0,55073120.0,55073120.0,53506520.0,1566594.0
441,NonResidential,Hotel,1979,1.0,5,79608,Hotel,109017.0,not concerned,0.0,9474745.0,9707963.0,5625395.0,3849350.0
443,NonResidential,Large Office,1981,1.0,5,237282,Office,228504.0,Parking,47404.0,16373232.0,16373232.0,16373229.0,0.0
444,NonResidential,Warehouse,2001,1.0,1,123061,Non-Refrigerated Warehouse,123061.0,not concerned,0.0,1987934.625,1987934.625,1987934.0,0.0
446,NonResidential,Distribution Center,1963,1.0,1,59090,Distribution Center,40272.0,Office,18818.0,2756214.75,3153949.5,634386.0,2121829.0
447,NonResidential,Warehouse,1963,1.0,1,106000,Non-Refrigerated Warehouse,106001.0,not concerned,0.0,763364.5,763364.5,763364.0,0.0
449,NonResidential,Large Office,1962,1.0,3,120200,Office,125779.0,Parking,32821.0,18309150.0,18471858.0,15941028.0,2368120.0
451,NonResidential,Distribution Center,1960,1.0,1,119661,Distribution Center,118733.0,not concerned,0.0,775729.1875,775864.1875,774965.0,764.0
452,NonResidential,Large Office,2001,1.0,7,94472,Office,82098.0,not concerned,0.0,4342597.0,4342597.0,4342597.0,0.0
453,NonResidential,Small- and Mid-Sized Office,1984,1.0,6,61800,Office,95721.0,Parking,31746.0,3063504.5,3155171.75,3063504.0,0.0
456,NonResidential,Large Office,1996,2.0,5,98055,Office,105563.0,Parking,0.0,5661689.5,5661689.5,5661689.0,0.0
457,NonResidential,Large Office,2001,1.0,3,56041,Office,63199.0,not concerned,0.0,11319836.0,11672252.0,4904243.0,6415592.0
458,NonResidential,Small- and Mid-Sized Office,1974,1.0,5,74880,Office,71751.0,Parking,0.0,5134607.5,5531460.0,5134607.0,0.0
459,NonResidential,Small- and Mid-Sized Office,1979,1.0,6,88774,Office,85339.0,Parking,0.0,6029121.5,6353294.0,6029121.0,0.0
461,NonResidential,Small- and Mid-Sized Office,1979,1.0,4,53730,Office,53730.0,Parking,0.0,4742869.0,4742869.0,4742869.0,0.0
462,NonResidential,Small- and Mid-Sized Office,1960,1.0,3,55593,Office,55593.0,not concerned,0.0,4224872.5,4414587.0,2842549.0,1382323.0
463,NonResidential,Large Office,1982,1.0,4,73096,Office,72066.0,Parking,59137.0,4695139.0,4899096.0,4695138.0,0.0
464,NonResidential,Retail Store,2005,1.0,1,158415,Retail Store,158415.0,not concerned,0.0,22394416.0,23293664.0,15927634.0,6466780.0
492,NonResidential,Small- and Mid-Sized Office,1985,1.0,4,58195,Office,58195.0,Parking,28800.0,2991674.75,3018140.75,2991674.0,0.0
468,NonResidential,Large Office,2009,1.0,5,118248,Office,118016.0,Parking,66234.0,5671256.0,5869476.5,5651060.0,20195.0
471,NonResidential,Large Office,2004,1.0,6,86700,Office,79384.0,Parking,52582.0,3238216.0,3238216.0,3238216.0,0.0
473,NonResidential,Large Office,2009,1.0,5,172371,Office,168132.0,Parking,96918.0,7851334.5,7960023.0,7695280.0,156054.0
474,NonResidential,Warehouse,1914,1.0,5,127800,Non-Refrigerated Warehouse,127800.0,not concerned,0.0,2767491.0,2811924.5,2545590.0,221900.0
475,NonResidential,Large Office,2002,1.0,5,353919,Office,372503.0,Parking,189133.0,30083496.0,30401640.0,20922584.0,9160910.0
476,NonResidential,Large Office,2001,1.0,6,131592,Office,131592.0,Parking,83178.0,11963428.0,11812678.0,11719809.0,243618.0
477,Campus,Other,1997,1.0,5,535947,Other,535947.0,Parking,103983.0,131373880.0,137106112.0,64627449.0,66746425.0
480,NonResidential,Mixed Use Property,2003,1.0,5,109046,Other,72407.0,Parking,49314.0,31371618.0,31915486.0,20355803.0,11015812.0
481,NonResidential,Large Office,2006,1.0,4,136143,Office,113803.0,Parking,79091.0,6917478.5,6917478.5,5303806.0,1613672.0
482,NonResidential,Large Office,2006,1.0,6,193198,Office,178628.0,Parking,99368.0,7519466.5,7554767.0,7147457.0,372009.0
484,NonResidential,Mixed Use Property,1954,1.0,3,67380,Non-Refrigerated Warehouse,29732.0,Office,17372.0,2755829.0,3066491.25,1566221.0,1189608.0
489,NonResidential,Small- and Mid-Sized Office,1974,1.0,5,67236,Office,64752.0,Parking,21396.0,3415561.25,3558562.5,3415561.0,0.0
490,NonResidential,Small- and Mid-Sized Office,1972,1.0,5,66762,Office,66648.0,Parking,15167.0,3632613.75,3838006.75,3632614.0,0.0
491,NonResidential,Small- and Mid-Sized Office,1970,1.0,5,66762,Office,66747.0,Parking,28285.0,3493093.75,3705629.0,3493093.0,0.0
493,NonResidential,Small- and Mid-Sized Office,1971,1.0,5,66400,Office,69691.0,Parking,17487.0,3484915.5,0.0,3484915.0,0.0
494,NonResidential,Medical Office,1988,1.0,4,108344,Medical Office,108344.0,Parking,88405.0,19165116.0,19718338.0,11703547.0,7461566.0
495,NonResidential,Medical Office,1994,1.0,4,95995,Medical Office,95995.0,not concerned,0.0,8422861.0,8422861.0,8005293.0,417567.0
497,NonResidential,Warehouse,1997,1.0,4,98475,Non-Refrigerated Warehouse,98475.0,not concerned,0.0,1090496.625,1178591.625,768997.0,321500.0
500,NonResidential,Supermarket / Grocery Store,1995,1.0,2,121087,Supermarket/Grocery Store,121087.0,Parking,0.0,14512786.0,14843382.0,10680826.0,3831959.0
503,NonResidential,Supermarket / Grocery Store,2008,1.0,1,63225,Supermarket/Grocery Store,63225.0,not concerned,0.0,6522551.5,6522551.5,6522551.0,0.0
507,NonResidential,Warehouse,1999,1.0,1,243044,Non-Refrigerated Warehouse,325424.0,not concerned,0.0,1396082.25,1396082.25,700977.0,695105.0
508,NonResidential,Other,2001,1.0,3,123940,Parking,156312.0,Office,116440.0,11521702.0,11521702.0,11521701.0,0.0
513,NonResidential,Other,1952,1.0,3,53464,Other,72000.0,Parking,15000.0,6876439.5,6876439.5,6876438.0,0.0
514,NonResidential,Retail Store,1997,1.0,1,131387,Retail Store,107931.0,not concerned,0.0,8773058.0,8949319.0,7704514.0,1068542.0
515,NonResidential,Warehouse,1999,1.0,3,94400,Non-Refrigerated Warehouse,67155.0,not concerned,0.0,784364.5,800622.875,680865.0,103500.0
519,NonResidential,Supermarket / Grocery Store,1997,1.0,1,50083,Supermarket/Grocery Store,50065.0,Parking,0.0,8663691.0,8901074.0,6528390.0,2135300.0
520,NonResidential,Large Office,1988,1.0,3,95426,Office,96504.0,not concerned,0.0,4991360.5,4991360.5,4989211.0,2149.0
521,NonResidential,Small- and Mid-Sized Office,2000,1.0,4,53472,Office,90000.0,not concerned,0.0,3897738.0,3897738.0,3897737.0,0.0
522,NonResidential,Small- and Mid-Sized Office,2001,1.0,3,62332,Office,62232.0,Parking,33709.0,5413418.0,5413418.0,5413417.0,0.0
523,NonResidential,Large Office,1999,1.0,3,166128,Office,152579.0,Parking,93893.0,11325513.0,11325513.0,10986553.0,336610.0
524,NonResidential,Large Office,1999,1.0,4,140302,Office,138995.0,Parking,24549.0,8651835.0,8651835.0,8116657.0,535178.0
526,NonResidential,Large Office,1982,1.0,5,268920,Office,243018.0,Parking,108408.0,7683885.0,7683885.0,7683884.0,0.0
527,NonResidential,Warehouse,1967,1.0,2,90000,Non-Refrigerated Warehouse,70000.0,Office,20000.0,1429146.375,1468317.375,1272922.0,156224.0
528,NonResidential,Retail Store,1966,1.0,1,50200,Retail Store,50200.0,not concerned,0.0,1047461.0,1193084.5,507461.0,540000.0
529,NonResidential,Small- and Mid-Sized Office,1925,1.0,6,87833,Office,53993.0,Retail Store,24744.0,4758198.0,5055586.0,2871051.0,1887147.0
530,NonResidential,Warehouse,1941,1.0,2,63240,Non-Refrigerated Warehouse,63240.0,not concerned,0.0,227566.7031,272913.6875,85409.0,142158.0
532,NonResidential,Other,2008,1.0,5,140415,Parking,182454.0,Retail Store,130744.0,17085344.0,17628306.0,10708106.0,6377238.0
533,NonResidential,Self-Storage Facility,1988,1.0,4,106893,Self-Storage Facility,130293.0,Parking,8800.0,465533.3125,465533.3125,465533.0,0.0
534,NonResidential,Warehouse,1997,1.0,4,106041,Non-Refrigerated Warehouse,106041.0,not concerned,0.0,1123943.0,1254908.5,739343.0,384600.0
536,NonResidential,Self-Storage Facility,1956,1.0,3,94470,Self-Storage Facility,94470.0,not concerned,0.0,1000796.875,1187738.375,432859.0,567938.0
538,NonResidential,Large Office,2002,1.0,10,143508,Office,150840.0,Parking,26946.0,7637986.0,7783714.5,7637985.0,0.0
539,NonResidential,Retail Store,1987,1.0,2,69492,Retail Store,69800.0,Other,0.0,318962.8125,318962.8125,318963.0,0.0
540,NonResidential,Warehouse,1966,1.0,1,22780,Non-Refrigerated Warehouse,22780.0,not concerned,0.0,402051.3125,402051.3125,402051.0,0.0
543,NonResidential,Distribution Center,1967,1.0,1,124472,Distribution Center,124423.0,Parking,0.0,5464762.0,6345882.5,1145957.0,4318805.0
774,NonResidential,Large Office,1970,1.0,22,129000,Office,227556.0,Parking,77887.79688,8493420.0,8950688.0,8493419.0,0.0
544,NonResidential,Distribution Center,1967,1.0,1,50065,Distribution Center,49918.0,Parking,0.0,1529510.25,1751500.375,836261.0,693249.0
545,NonResidential,Distribution Center,1969,1.0,1,57540,Distribution Center,57540.0,not concerned,0.0,2582687.0,2808274.75,1310981.0,1271706.0
546,NonResidential,Warehouse,1966,1.0,1,85400,Non-Refrigerated Warehouse,85400.0,not concerned,0.0,1536998.25,1536998.25,1536998.0,0.0
547,NonResidential,Warehouse,1966,1.0,1,55700,Non-Refrigerated Warehouse,55700.0,not concerned,0.0,519806.0938,528115.6875,519806.0,0.0
548,NonResidential,Small- and Mid-Sized Office,1964,1.0,1,53250,Office,52759.0,Parking,0.0,1794187.25,1760992.25,1048173.0,746014.0
549,NonResidential,Small- and Mid-Sized Office,1987,1.0,6,50245,Office,78672.0,not concerned,0.0,2179719.75,2220030.5,1888502.0,291217.0
550,NonResidential,Warehouse,1986,1.0,3,64660,Non-Refrigerated Warehouse,64660.0,not concerned,0.0,325513.0,333622.5938,237813.0,87700.0
551,NonResidential,Mixed Use Property,1927,1.0,2,55916,Other,28442.0,Office,28441.0,3684188.5,3774978.5,3406851.0,277337.0
552,NonResidential,Distribution Center,1968,1.0,1,161678,Distribution Center,162425.0,not concerned,0.0,9357230.0,10093972.0,6332002.0,3025227.0
553,NonResidential,Distribution Center,1949,1.0,1,101101,Distribution Center,101101.0,not concerned,0.0,21795830.0,21341708.0,21779250.0,16577.0
554,NonResidential,Distribution Center,1980,1.0,1,52613,Distribution Center,59504.0,not concerned,0.0,1061458.25,1231121.75,527872.0,533586.0
555,NonResidential,Other,1940,1.0,1,56608,Other,45340.0,Office,11520.0,5094197.0,5246590.0,4253264.0,840932.0
557,NonResidential,Supermarket / Grocery Store,2003,1.0,1,50734,Supermarket/Grocery Store,51722.0,Parking,0.0,14715262.0,15076756.0,7956442.0,6758820.0
558,NonResidential,Supermarket / Grocery Store,1980,1.0,1,58480,Supermarket/Grocery Store,44431.0,not concerned,0.0,11054535.0,11311432.0,6817771.0,4236763.0
561,NonResidential,Large Office,2005,1.0,6,211900,Office,217977.0,Parking,4569.0,9058916.0,9200102.0,7877393.0,0.0
562,NonResidential,Retail Store,1996,1.0,4,104014,Retail Store,98863.0,not concerned,0.0,9937707.0,10443463.0,7307906.0,2629800.0
563,NonResidential,Small- and Mid-Sized Office,1914,1.0,2,62220,Office,60676.0,Parking,13780.0,5444253.5,5444253.5,5431426.0,12827.0
564,NonResidential,Small- and Mid-Sized Office,1970,1.0,1,65430,Office,60732.0,Other,8142.0,3181045.5,3586460.5,1705793.0,1475252.0
565,NonResidential,Large Office,2006,1.0,3,59850,Office,83715.0,Parking,18575.0,6062770.5,6114351.5,5913177.0,149593.0
566,NonResidential,Other,1926,1.0,3,80004,Other,74864.0,not concerned,0.0,12232124.0,12232124.0,12232122.0,0.0
568,NonResidential,Warehouse,1991,1.0,2,323916,Non-Refrigerated Warehouse,263528.0,Office,60388.0,8024064.5,8767252.0,3548085.0,4475979.0
569,NonResidential,Mixed Use Property,1932,1.0,14,304052,Office,218918.0,Parking,156487.0,21027396.0,21290090.0,18843504.0,2183891.0
570,NonResidential,Small- and Mid-Sized Office,1978,1.0,4,54175,Office,50235.0,Parking,25525.0,4855036.5,4910799.5,4855036.0,0.0
571,NonResidential,Distribution Center,1989,1.0,2,98024,Distribution Center,63896.0,Office,33712.0,1988334.5,2109093.75,1373037.0,615298.0
572,NonResidential,Mixed Use Property,1928,1.0,1,50000,Office,20000.0,Parking,15000.0,2603931.25,2758081.75,1612547.0,991384.0
573,NonResidential,Large Office,1990,1.0,5,77953,Office,78521.0,Parking,66650.0,5135040.0,5318277.0,5135039.0,0.0
574,NonResidential,Retail Store,1950,1.0,2,302812,Retail Store,302812.0,not concerned,0.0,7290824.5,7783388.0,5590290.0,1700534.0
575,NonResidential,Small- and Mid-Sized Office,1974,1.0,5,86400,Office,78200.0,not concerned,0.0,9080022.0,9266020.0,4089680.0,4990341.0
577,NonResidential,Small- and Mid-Sized Office,1981,1.0,6,86483,Office,86483.0,Parking,0.0,6361236.5,6636482.5,6361236.0,0.0
578,NonResidential,Distribution Center,1976,1.0,1,51600,Distribution Center,34400.0,Office,17200.0,1124543.125,1196293.25,815508.0,309035.0
579,NonResidential,Warehouse,1968,1.0,1,140520,Non-Refrigerated Warehouse,140520.0,not concerned,0.0,2225512.0,2502923.5,1310524.0,914988.0
